studyday,roomalias,Record_ID,Time,MDRO_Status__choice_Non_MDRO_,MDRO_Status__choice_Contact_,MDRO_Status__choice_Contact_Plus,MDRO_Status__choice_Droplet_,MDRO_Status__choice_Airborne_,MDRO_Status__choice_AFB_,Prior_Day_Room_Status__choice_No,Prior_Day_Room_Status__choice_Co,VAR13,Prior_Day_Room_Status__choice_Dr,Prior_Day_Room_Status__choice_Ai,Prior_Day_Room_Status__choice_AF,Prior_Day_Room_Status__choice_Un,Sample_Surface__choice_Table_,Sample_Surface__choice_Bedrail_,Sample_Surface__choice_Computer,Sample_Surface__choice_Toilet_ar,Sample_Surface__choice_Door_hand,Sample_Surface__choice_Composit,VAR24,VAR25,Sample_Surface__choice_Ventilato,Sample_Surface__choice_Sink_Area,Table_Sample_Label,Bedrail_Sample_Label,Computer_area_and_cart_Sample_La,Toilet_area_Sample_Label,Door_Handle_Sample_Label,Composite_Zone_1_Near_Patient_Sa,Composite_Zone_2_HCW_Sample_Labe,Composite_Zone_3_Toilet_Sample_L,Ventilator_Sample_Label,Sink_Sample_Label,Comments,Complete_
49,4092,794,14:39:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 738,,U - Z3 - 738,,,same pt. Patient sample #334,Complete
24,4092,390,9:30:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 358,,,,,same pt,Complete
48,4092,777,11:42:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 722,,,,,same pt,Complete
15,4092,245,14:25:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 222,,,,,same pt,Complete
56,4092,929,11:13:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 865,U - Z2 - 865,U - Z3 - 865,,,,Complete
4,4092,67,14:40:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 060,,,,,Patient sample #28,Complete
44,4092,719,10:08:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 658,,,,,Patient sample #293,Complete
1,4092,6,10:34:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 004,,,,,Patient sample #1,Complete
3,4092,43,11:16:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 037,,,,,,Complete
43,4092,696,10:25:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 637,U - Z2 - 637,U - Z3 - 637,,,same pt. Patient sample #288,Complete
22,4092,346,10:28:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 317,U - Z2 - 317,U - Z3 - 317,,,prior day rm status not indicated,Complete
42,4092,688,,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 631,,,,,time not indicated. Patient sampl,Complete
5,4092,84,13:20:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 075,,,,,Pt refused pt sampling. same pt,Complete
21,4092,337,13:35:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 308,U - Z2 - 308,U - Z3 - 308,,,same pt,Complete
47,4092,769,11:11:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 715,,,,,same pt,Complete
20,4092,331,14:20:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 302,,,,,same pt,Complete
40,4092,655,10:00:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 600,,,,,same pt. Patient sample #270,Complete
39,4092,640,9:55:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 586,,U - Z3 - 586,,,same pt,Complete
38,4092,625,9:25:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 573,,U - Z3 - 573,,,same pt,Complete
19,4092,308,12:15:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 280,,,,,same pt. declined sampling,Complete
37,4092,613,13:20:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 563,,,,,Patient sample #248,Complete
9,4092,150,16:17:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 135,,,,,Same pt,Complete
50,4092,815,13:31:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 757,,,,,Patient sample #341,Complete
18,4092,296,13:22:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 269,,,,,same pt,Complete
11,4092,185,13:05:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 165,,,,,,Complete
27,4092,439,15:43:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 404,,,,,same pt,Complete
35,4092,570,11:16:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 524,,,,,same pt. Patient sample #230,Complete
36,4092,586,12:30:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 538,,,,,same pt,Complete
34,4092,557,15:00:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 512,,,,,same pt. Patient sample #228,Complete
33,4092,541,13:12:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,,,,,,U - Z1 - 498,,,,U,same pt,Complete
17,4092,269,12:25:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 243,U - Z2 - 243,U - Z3 - 243,,,same pt,Complete
8,4092,133,16:20:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 118,,,,,Same pt,Complete
31,4092,514,11:26:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 474,,,,,new pt,Complete
30,6394,490,10:15:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 451,,,,,same pt. Patient sample #193,Complete
15,6394,244,14:40:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 221,,,,,same pt. Patient sample #106,Complete
35,6394,572,10:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 526,,,,,same pt. Patient sample #232,Complete
29,6394,474,14:35:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 437,,,,,Patient sample #190,Complete
28,6394,464,15:00:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 428,,,,,same pt. Patient sample #181,Complete
55,6394,918,10:06:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 855,,,,,same pt,Complete
6,6394,106,11:43:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 096,,,,,SAME PT. Refused sampling.,Complete
14,6394,232,14:35:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 209,,U - Z3 - 209,,,same pt,Complete
53,6394,882,14:26:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 822,,,,,,Complete
49,6394,797,11:02:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 740,,,,,same pt,Complete
41,6394,672,11:52:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 616,,,,,same pt. Patient sample #275,Complete
51,6394,842,12:51:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 784,,,,,Patient sample #346,Complete
26,6394,419,12:25:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 386,,,,,same pt,Complete
50,6394,807,12:45:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 749,U - Z2 - 749,U - Z3 - 749,,,same pt,Complete
12,6394,201,14:18:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 180,,,,,same pt,Complete
25,6394,401,12:05:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 368,,,,,,Complete
3,6394,50,11:00:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 046,,,,,,Complete
48,6394,782,13:10:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 727,,,,,same pt.  No remote,Complete
24,6394,383,13:37:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 351,U - Z2 - 351,U - Z3 - 351,,,same pt. Patient sample #149,Complete
47,6394,764,11:05:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 710,,,,,same pt. Patient sample #316,Complete
46,6394,752,11:21:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 699,,,,,,Complete
52,6394,863,10:39:00.000,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 804,,,,,,Complete
23,6394,363,13:40:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 332,U - Z2 - 332,U - Z3 - 332,,,,Complete
45,6394,724,9:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 673,U - Z2 - 673,U - Z3 - 673,,,same pt,Complete
43,6394,708,10:00:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 648,,,,,same pt. Patient sample #287,Complete
22,6394,353,12:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 323,,,,,,Complete
42,6394,681,14:35:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 624,U - Z2 - 624,U - Z3 - 624,,,same pt. Patient sample #284,Complete
5,6394,82,12:48:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 073,,,,,Pt refused pt sampling,Complete
40,6394,651,13:18:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 596,U - Z2 - 596,U - Z3 - 596,,,same pt,Complete
10,6394,162,14:15:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 143,,,,,same pt,Complete
20,6394,317,11:15:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 288,U - Z2 - 288,U - Z3 - 288,,,same pt. Patient sample #133,Complete
9,6394,154,16:00:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,,,,,,,U - Z2 - 130,U - Z3 - 130,,,,Complete
38,6394,617,10:08:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 566,U - Z2 - 566,U - Z3 - 566,,,Patient sample #255,Complete
37,6394,612,9:29:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 562,,,,,Patient sample #245,Complete
54,6394,893,12:10:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 832,,,,,same pt,Complete
18,6394,299,12:31:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 273,,,,,same pt. declined sampling,Complete
2,6394,28,13:25:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 024,,,,,refused pt sampling,Complete
9,6394,146,13:54:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 130,,,,,,Complete
36,6394,584,9:05:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,,,,,,U - Z1 - 535,,U - Z3 - 535,,,same pt. Patient sample #235,Complete
4,6394,72,14:18:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 065,,,,,Patient sample #27,Complete
27,6394,441,15:50:00.000,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,U - Z1 - 406,,,,,same pt. Patient sample #172,Complete
